70,Tomasa,Carson,null,tomasa.carson@aol.com,10 Clark Avenue ,East Elmhurst,NY,11369,
71,Takako,Casey,null,takako.casey@aol.com,7548 Court Lane ,Bronx,NY,10451,
72,Petronila,Norris,null,petronila.norris@aol.com,72 South Marshall Lane ,South El Monte,CA,91733,
73,Melanie,Hayes,null,melanie.hayes@msn.com,5 N. Hall Dr. ,Liverpool,NY,13090,
74,Georgeann,Waller,null,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,North Tonawanda,NY,14120,
75,Abby,Gamble,null,abby.gamble@aol.com,60 Myers Dr. ,Amityville,NY,11701,
76,Parker,Prince,null,parker.prince@hotmail.com,21 Sulphur Springs Drive ,Port Jefferson Station,NY,11776,
77,Keri,Bridges,null,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,TX,75080,
78,Chi,Goff,null,chi.goff@aol.com,3 W. Glen Ridge Avenue ,Palos Verdes Peninsula,CA,90274,
79,Ashanti,Parks,null,ashanti.parks@hotmail.com,846 N. Helen St. ,Baldwin,NY,11510,
80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,
81,Zina,Bonner,null,zina.bonner@hotmail.com,9312 8th Street ,San Lorenzo,CA,94580,
82,Lizzie,Joyner,null,lizzie.joyner@msn.com,8541 Roberts St. ,Coachella,CA,92236,
83,Tiesha,Daniel,null,tiesha.daniel@yahoo.com,6 West Bohemia Lane ,Scarsdale,NY,10583,
84,Armand,Whitehead,null,armand.whitehead@hotmail.com,639 Harvey St. ,Lindenhurst,NY,11757,
85,Teofila,Fischer,null,teofila.fischer@aol.com,1 West Brickyard St. ,Huntington Station,NY,11746,
86,Lissa,Vargas,null,lissa.vargas@yahoo.com,517 Victoria Ave. ,Oswego,NY,13126,
87,Yan,Mcgowan,null,yan.mcgowan@msn.com,8960 Newport Ave. ,Duarte,CA,91010,
88,Titus,Bullock,null,titus.bullock@gmail.com,29 Oxford Avenue ,Hollis,NY,11423,
89,Arvilla,Osborn,null,arvilla.osborn@gmail.com,60 Acacia Lane ,Upland,CA,91784,
90,Marjorie,Logan,null,marjorie.logan@msn.com,95 Grandrose St. ,Franklin Square,NY,11010,
91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,
92,Tena,Cruz,null,tena.cruz@yahoo.com,1 South St. ,Farmingdale,NY,11735,
93,Corrina,Sawyer,(248) 370-1364,corrina.sawyer@yahoo.com,95 Briarwood Lane ,Troy,NY,12180,
94,Sharyn,Hopkins,null,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,
95,Letitia,Franco,null,letitia.franco@aol.com,607 Lakeview Drive ,Saratoga Springs,NY,12866,
96,Floretta,Higgins,null,floretta.higgins@hotmail.com,870 Lilac Dr. ,Bayside,NY,11361,
97,Louanne,Martin,null,louanne.martin@hotmail.com,1 Campfire Ave. ,Yuba City,CA,95993,
98,Violet,Valenzuela,null,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,NY,12901,
99,Carie,Kidd,null,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,NY,10950,
100,Kellie,Franco,null,kellie.franco@yahoo.com,444 South Walnut Rd. ,Commack,NY,11725,
101,Nichelle,Howell,null,nichelle.howell@aol.com,7670 Forest St. ,Scarsdale,NY,10583,
102,Marisol,Goodman,null,marisol.goodman@gmail.com,864 East Cherry St. ,Canandaigua,NY,14424,
103,Sylvie,Wilkerson,null,sylvie.wilkerson@yahoo.com,750 Central Ave. ,Syosset,NY,11791,
104,Katharina,Bates,null,katharina.bates@gmail.com,54 South Greenview Drive ,Campbell,CA,95008,
105,Marget,Hodge,null,marget.hodge@msn.com,7199 Selby Lane ,Woodhaven,NY,11421,
106,Raul,Melendez,null,raul.melendez@hotmail.com,9772 Manhattan St. ,Elmhurst,NY,11373,
107,Cecil,Hopper,null,cecil.hopper@yahoo.com,471 Glenlake Ave. ,Central Islip,NY,11722,
108,Shae,Hickman,null,shae.hickman@hotmail.com,740 Pin Oak Street ,Floral Park,NY,11001,
109,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St. ,San Jose,CA,95127,
110,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd. ,Anaheim,CA,92806,
111,Shila,White,null,shila.white@msn.com,94 Lakeshore Street ,Orchard Park,NY,14127,
112,Yuk,Vega,null,yuk.vega@yahoo.com,413 Wood St. ,West Hempstead,NY,11552,
113,Eliana,Silva,null,eliana.silva@gmail.com,7119 Summer Rd. ,Farmingdale,NY,11735,
114,Thalia,Horne,null,thalia.horne@yahoo.com,9312 Harvard Street ,Amityville,NY,11701,
115,Rey,Lindsay,null,rey.lindsay@gmail.com,16 Philmont St. ,Monroe,NY,10950,
116,Merlene,Vinson,null,merlene.vinson@gmail.com,431 Vine Dr. ,Euless,TX,76039,
117,Dacia,William,null,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,TX,77478,
118,Le,Wood,null,le.wood@yahoo.com,90 Primrose Dr. ,Pittsford,NY,14534,
119,Thalia,Dillard,null,thalia.dillard@yahoo.com,987 NE. Gates Street ,San Angelo,TX,76901,
120,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street ,Fresno,CA,93706,
121,Lucy,Woods,null,lucy.woods@gmail.com,8437 West Rockaway St. ,Palos Verdes Peninsula,CA,90274,
122,Shena,Carter,null,shena.carter@yahoo.com,72 University Road ,Howard Beach,NY,11414,
123,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St. ,Corpus Christi,TX,78418,
124,Jeni,Booker,null,jeni.booker@gmail.com,546 Railroad Dr. ,South El Monte,CA,91733,
125,Herlinda,Stone,null,herlinda.stone@msn.com,725 Gulf St. ,Canandaigua,NY,14424,
126,Lavina,Dejesus,null,lavina.dejesus@msn.com,59 E. Valley Avenue ,Newburgh,NY,12550,
127,Erlinda,Nielsen,null,erlinda.nielsen@aol.com,728 Oxford Lane ,Maspeth,NY,11378,
128,Terrance,Lynn,null,terrance.lynn@yahoo.com,91 East Buckingham Drive ,Plattsburgh,NY,12901,
129,Walton,Dejesus,null,walton.dejesus@yahoo.com,15 Washington Rd. ,Lockport,NY,14094,
130,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street ,Troy,NY,12180,
131,Tanesha,Hampton,null,tanesha.hampton@hotmail.com,19 Belmont Ave. ,Syosset,NY,11791,
132,Boyd,Irwin,null,boyd.irwin@hotmail.com,221 Whitemarsh St. ,Hamburg,NY,14075,
133,Delbert,Wilkins,null,delbert.wilkins@aol.com,420 Greenview St. ,Coram,NY,11727,
134,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,NY,11550,
135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St. ,Houston,TX,77016,
136,Sarita,Parks,null,sarita.parks@msn.com,7809 Second Lane ,Forney,TX,75126,
137,Shonta,Mercer,null,shonta.mercer@aol.com,319 NE. La Sierra Avenue ,Massapequa,NY,11758,
138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,Anaheim,CA,92806,
139,Wanita,Davenport,null,wanita.davenport@aol.com,525 Dogwood Ave. ,Spring Valley,NY,10977,
140,Cleopatra,Tate,null,cleopatra.tate@aol.com,97 N. Glenwood St. ,East Elmhurst,NY,11369,
141,Ramiro,Byers,null,ramiro.byers@gmail.com,16 Pleasant St. ,Saint Albans,NY,11412,
142,Nicholas,Vazquez,null,nicholas.vazquez@hotmail.com,9 Roosevelt Street ,West Hempstead,NY,11552,
143,Janae,Doyle,null,janae.doyle@gmail.com,760 Rose Ave. ,Jackson Heights,NY,11372,
144,Hans,Price,null,hans.price@hotmail.com,51 Glendale Road ,Port Chester,NY,10573,
145,Miquel,Neal,null,miquel.neal@hotmail.com,9564 Deerfield Lane ,Staten Island,NY,10301,
146,Stefany,Potter,null,stefany.potter@gmail.com,256 South Academy St. ,Saratoga Springs,NY,12866,
147,Bernetta,Marquez,null,bernetta.marquez@hotmail.com,626 E. Dunbar Street ,Smithtown,NY,11787,
148,Julee,Woodard,null,julee.woodard@yahoo.com,869 Summerhouse Dr. ,Richmond Hill,NY,11418,
149,Meredith,Bryan,null,meredith.bryan@hotmail.com,8935 E. Oxford St. ,Spring Valley,NY,10977,
150,Weldon,Michael,null,weldon.michael@hotmail.com,9952 Nut Swamp St. ,Huntington,NY,11743,
151,Joesph,Delacruz,null,joesph.delacruz@aol.com,184 Cypress Street ,Atwater,CA,95301,
152,Katherina,Odom,null,katherina.odom@yahoo.com,897 N. Oak Drive ,Plainview,NY,11803,
153,Laraine,Robbins,null,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,TX,76901,
154,Jenise,Preston,null,jenise.preston@yahoo.com,9 Littleton Drive ,Helotes,TX,78023,
155,Lory,Page,null,lory.page@hotmail.com,58 Summerhouse Street ,Bay Shore,NY,11706,
156,Charlyn,Cantrell,null,charlyn.cantrell@yahoo.com,8756 Euclid St. ,West Islip,NY,11795,
157,Carola,Rodriquez,null,carola.rodriquez@hotmail.com,9433 Heritage Lane ,Banning,CA,92220,
158,Alane,Kennedy,null,alane.kennedy@yahoo.com,34 Green Lake Street ,Spring Valley,NY,10977,
159,Regina,Burns,null,regina.burns@aol.com,713 Buckingham St. ,Garland,TX,75043,
160,Omer,Estrada,null,omer.estrada@gmail.com,9 Honey Creek Street ,Rowlett,TX,75088,
161,Crystle,Gilliam,null,crystle.gilliam@yahoo.com,86 Edgewater Road ,Smithtown,NY,11787,
162,Kam,Wilder,null,kam.wilder@hotmail.com,500 West Clay Ave. ,Newburgh,NY,12550,
163,Margert,Stevens,null,margert.stevens@aol.com,502 North Poplar St. ,Rome,NY,13440,
164,Tomika,Larson,null,tomika.larson@yahoo.com,254 Canal St. ,Woodside,NY,11377,
165,Jeromy,Burch,(408) 955-8238,jeromy.burch@msn.com,889 Mulberry Street ,San Jose,CA,95127,
166,Lena,Mills,null,lena.mills@yahoo.com,42 Homestead St. ,Woodhaven,NY,11421,
167,Loreta,Johnston,null,loreta.johnston@yahoo.com,39 Lafayette Dr. ,Spring Valley,NY,10977,
168,Nettie,Mcdaniel,null,nettie.mcdaniel@hotmail.com,7004 E. Wakehurst St. ,South Ozone Park,NY,11420,
169,Karla,Kirk,null,karla.kirk@yahoo.com,9718 Harvard Rd. ,Palos Verdes Peninsula,CA,90274,
170,Regine,Gonzales,(805) 763-4045,regine.gonzales@gmail.com,798 Court Drive ,Oxnard,CA,93035,
171,Miriam,Baker,null,miriam.baker@hotmail.com,90 Studebaker St. ,Uniondale,NY,11553,
172,Jeanie,Kirkland,null,jeanie.kirkland@aol.com,7643 Old Theatre St. ,Santa Clara,CA,95050,
173,Marquerite,Dawson,null,marquerite.dawson@gmail.com,37 Hamilton Court ,Garland,TX,75043,
174,Babara,Ochoa,null,babara.ochoa@aol.com,872 Smith Store St. ,Scarsdale,NY,10583,
175,Nova,Hess,null,nova.hess@msn.com,773 South Lafayette St. ,Duarte,CA,91010,
176,Carley,Reynolds,null,carley.reynolds@gmail.com,2 Snake Hill Drive ,South El Monte,CA,91733,
177,Carissa,Foreman,null,carissa.foreman@msn.com,69C N. Ridge Rd. ,Maspeth,NY,11378,
178,Genoveva,Tyler,(212) 152-6381,genoveva.tyler@gmail.com,8121 Windfall Ave. ,New York,NY,10002,
179,Deane,Sears,null,deane.sears@hotmail.com,3 Bradford Court ,Pittsford,NY,14534,
180,Karey,Steele,null,karey.steele@gmail.com,8879 Kent Lane ,Farmingdale,NY,11735,
181,Olevia,Pitts,null,olevia.pitts@gmail.com,39 Fieldstone Drive ,Redondo Beach,CA,90278,
182,Jenniffer,Bullock,null,jenniffer.bullock@msn.com,38 Oxford Avenue ,Bay Shore,NY,11706,
183,Jeniffer,Ratliff,null,jeniffer.ratliff@gmail.com,510 Rocky River Court ,Floral Park,NY,11001,
184,Klara,Stanley,null,klara.stanley@aol.com,603 Mechanic St. ,Webster,NY,14580,
185,Morton,Lee,null,morton.lee@yahoo.com,313 Ridge St. ,San Angelo,TX,76901,
186,Ken,Charles,null,ken.charles@msn.com,9124 W. Piper Lane ,Monsey,NY,10952,
187,Hedwig,Paul,null,hedwig.paul@msn.com,422 Manor Ave. ,Apple Valley,CA,92307,
188,Sharla,Flynn,(805) 478-7724,sharla.flynn@hotmail.com,7 Brown Drive ,Oxnard,CA,93035,
189,Damian,Dawson,null,damian.dawson@hotmail.com,528 St Margarets Street ,Liverpool,NY,13090,
190,Toya,Pratt,(562) 218-6405,toya.pratt@yahoo.com,485 San Pablo Drive ,Long Beach,NY,11561,
191,Graciela,Barber,(805) 656-6987,graciela.barber@hotmail.com,1 E. Young St. ,Oxnard,CA,93035,
192,Bong,Hebert,null,bong.hebert@gmail.com,545 Brook St. ,Torrance,CA,90505,
193,Ayanna,Rhodes,null,ayanna.rhodes@msn.com,7425 Pheasant St. ,Hicksville,NY,11801,
194,Dorine,Roberson,null,dorine.roberson@msn.com,396 Meadowbrook Lane ,Santa Cruz,CA,95060,
195,Addie,Hahn,null,addie.hahn@hotmail.com,8165 Baker Ave. ,Franklin Square,NY,11010,
196,Edythe,Valencia,null,edythe.valencia@yahoo.com,9346 Wall St. ,North Tonawanda,NY,14120,
197,Andy,O'neill,null,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374,
198,Luis,Tyler,null,luis.tyler@gmail.com,9568 Campfire Circle ,Amarillo,TX,79106,
199,Clelia,Workman,null,clelia.workman@yahoo.com,620 North Somerset St. ,New Windsor,NY,12553,
200,Ashely,Holmes,null,ashely.holmes@aol.com,45 High Ridge Ave. ,Farmingdale,NY,11735,
201,Candis,Harding,null,candis.harding@gmail.com,33 NW. Cambridge Ave. ,Ballston Spa,NY,12020,
202,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave. ,Lancaster,NY,14086,
203,Minerva,Decker,(281) 271-6390,minerva.decker@yahoo.com,794 Greenrose Street ,Houston,TX,77016,
204,Alpha,King,null,alpha.king@hotmail.com,14 Henry Smith St. ,Rockville Centre,NY,11570,
205,Harris,Pittman,null,harris.pittman@yahoo.com,404 Cherry Hill Road ,Jamaica,NY,11432,
206,Stephaine,Riddle,null,stephaine.riddle@hotmail.com,199 Vermont Court ,Brooklyn,NY,11201,
207,Michel,Blankenship,null,michel.blankenship@msn.com,382 West Hill Dr. ,Forney,TX,75126,
208,Denis,Logan,null,denis.logan@msn.com,121 Rockcrest Street ,Ridgecrest,CA,93555,
209,Jutta,Everett,null,jutta.everett@gmail.com,27 Taylor Ave. ,Selden,NY,11784,
210,Priscilla,Wilkins,(229) 322-2269,priscilla.wilkins@aol.com,653 Pawnee Rd. ,Albany,NY,12203,
211,Gilma,Dejesus,null,gilma.dejesus@yahoo.com,777 Thompson Ave. ,Scarsdale,NY,10583,
212,Buford,Bridges,(248) 604-7346,buford.bridges@msn.com,239 Oak Valley Court ,Troy,NY,12180,
213,Elenore,Hensley,null,elenore.hensley@hotmail.com,7037 Aspen St. ,Hamburg,NY,14075,
214,Ross,Pugh,null,ross.pugh@msn.com,8598 Saxon St. ,North Tonawanda,NY,14120,
215,Judith,Finley,null,judith.finley@hotmail.com,474 West Bank Road ,Whitestone,NY,11357,
216,Wai,Soto,null,wai.soto@msn.com,30 Arch Drive ,Bethpage,NY,11714,
217,Carline,Collier,(559) 810-6070,carline.collier@msn.com,28 Trenton Lane ,Fresno,CA,93706,
218,Casey,Gill,null,casey.gill@gmail.com,636 Prospect Avenue ,Port Washington,NY,11050,
219,Darcie,Morgan,(442) 618-7068,darcie.morgan@aol.com,476 East Adams Ave. ,Oceanside,NY,11572,
220,Lucio,Sherman,null,lucio.sherman@gmail.com,842 Corona Ave. ,Smithtown,NY,11787,
221,Clementine,Mooney,null,clementine.mooney@yahoo.com,678 Charles Court ,Mcallen,TX,78501,
222,Anya,Contreras,null,anya.contreras@msn.com,38 Old Fairground St. ,East Northport,NY,11731,
223,Scarlet,Yates,null,scarlet.yates@hotmail.com,687 Shirley St. ,Patchogue,NY,11772,
224,Moses,Pope,null,moses.pope@yahoo.com,654 Theatre Street ,Lawndale,CA,90260,
225,Barbera,Riggs,null,barbera.riggs@aol.com,12 Gartner Drive ,Plainview,NY,11803,
226,Kiana,Rivera,null,kiana.rivera@gmail.com,9 Sheffield Dr. ,Richmond Hill,NY,11418,
227,Danielle,Bond,null,danielle.bond@msn.com,8589 Shub Farm Street ,Patchogue,NY,11772,
228,Whitney,Estes,(631) 315-4020,whitney.estes@gmail.com,454 Bear Hill Street ,Brentwood,NY,11717,
229,Molly,Langley,null,molly.langley@aol.com,63 Bridgeton Street ,Holbrook,NY,11741,
230,Chelsey,Hardin,null,chelsey.hardin@hotmail.com,13 Brickyard Street ,Deer Park,NY,11729,
231,Jenee,Rasmussen,(916) 219-1774,jenee.rasmussen@hotmail.com,19 George Lane ,Sacramento,CA,95820,
232,Freddie,Mathis,null,freddie.mathis@hotmail.com,31 Shady St. ,Euless,TX,76039,
233,Mariana,Strong,null,mariana.strong@msn.com,972 Dunbar Dr. ,Santa Clara,CA,95050,
234,Winfred,Harris,null,winfred.harris@msn.com,734 Glen Eagles St. ,East Meadow,NY,11554,
235,Jeromy,Elliott,null,jeromy.elliott@gmail.com,7112 Laurel Street ,Bay Shore,NY,11706,
236,Verona,O'neill,null,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,NY,11784,
237,Elvera,Peck,null,elvera.peck@yahoo.com,759 Lakewood Street ,Banning,CA,92220,
238,Cindi,Larson,null,cindi.larson@msn.com,896 Golden Star Rd. ,Howard Beach,NY,11414,
239,Felice,Guzman,null,felice.guzman@hotmail.com,7 Creekside Lane ,Canyon Country,CA,91387,
240,Le,Deleon,null,le.deleon@msn.com,58 Clark Court ,Banning,CA,92220,
241,Manie,Sanchez,null,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,NY,12804,
242,Rutha,Howell,null,rutha.howell@gmail.com,9247 Jones Street ,Canyon Country,CA,91387,
243,Natosha,Rowland,null,natosha.rowland@aol.com,51 Elmwood St. ,Ballston Spa,NY,12020,
244,Jessika,Bray,null,jessika.bray@yahoo.com,37 East Greystone St. ,San Pablo,CA,94806,
245,Delila,Hamilton,null,delila.hamilton@yahoo.com,7451 East James Ave. ,Palos Verdes Peninsula,CA,90274,
246,Dionne,Norris,null,dionne.norris@yahoo.com,9993 Greenview Circle ,Niagara Falls,NY,14304,
247,Muriel,Juarez,null,muriel.juarez@gmail.com,8073 Cemetery Drive ,Palos Verdes Peninsula,CA,90274,
248,Cecelia,Gill,null,cecelia.gill@aol.com,372 Silver Spear Dr. ,Mcallen,TX,78501,
249,Magda,Eaton,null,magda.eaton@aol.com,860 Middle River Street ,Ossining,NY,10562,
250,Ivonne,Yang,(915) 181-1950,ivonne.yang@gmail.com,7359 North Lake View St. ,El Paso,TX,79930,
251,Kasie,Rodriquez,null,kasie.rodriquez@aol.com,7 North Beech St. ,Ballston Spa,NY,12020,
252,Eleni,Gordon,null,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,11418,
253,Maurice,Norton,null,maurice.norton@hotmail.com,32 Mayflower Dr. ,Atwater,CA,95301,
254,Cristobal,Hutchinson,null,cristobal.hutchinson@gmail.com,58 Washington Avenue ,Lawndale,CA,90260,
255,Flossie,Holder,null,flossie.holder@msn.com,8459 W. Newport Court ,Massapequa Park,NY,11762,
256,Erma,Salinas,null,erma.salinas@gmail.com,347 Sheffield St. ,Merrick,NY,11566,
257,Earl,Stanley,null,earl.stanley@gmail.com,569 Lake Lane ,Elmhurst,NY,11373,
258,Maribel,William,null,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,
259,Johnathan,Velazquez,null,johnathan.velazquez@hotmail.com,9680 E. Somerset Street ,Pleasanton,CA,94566,
260,Rodrick,Shelton,null,rodrick.shelton@hotmail.com,7157 Addison Street ,Canyon Country,CA,91387,
261,Ferne,Kline,null,ferne.kline@hotmail.com,303 Shady St. ,Fullerton,CA,92831,
262,Rubin,Decker,(716) 950-9835,rubin.decker@gmail.com,9875 Shady Ave. ,Buffalo,NY,14215,
263,Dortha,Jarvis,(442) 919-8256,dortha.jarvis@yahoo.com,76 Prince Drive ,Oceanside,NY,11572,
